departure_airport,arrival_airport,flight_duration,start_datetime
7,5,350,2024-1-15T12:39:00
7,6,150,2024-11-28T10:46:00
7,8,540,2024-12-13T14:35:00
7,9,340,2024-3-28T9:33:00
7,10,680,2024-8-15T0:2:00
8,1,320,2024-9-11T0:27:00
8,2,350,2024-2-10T8:20:00
8,3,510,2024-6-13T18:20:00
8,4,290,2024-11-20T7:56:00
8,5,280,2024-7-10T5:24:00
8,6,350,2024-6-11T19:28:00
8,7,540,2024-11-2T23:25:00
8,9,420,2024-5-12T6:52:00
8,10,680,2024-7-3T4:48:00
9,1,470,2024-10-2T5:8:00
9,2,540,2024-10-10T15:3:00
9,3,620,2024-5-6T21:43:00
9,4,450,2024-3-23T10:46:00
9,5,910,2024-11-17T17:30:00
9,6,810,2024-9-25T2:58:00
9,7,340,2024-1-5T11:4:00
9,8,420,2024-11-12T20:32:00
9,10,320,2024-12-5T1:54:00
10,1,220,2024-10-4T6:20:00
10,2,170,2024-2-21T4:53:00
10,3,410,2024-7-28T23:5:00
10,4,810,2024-10-29T1:29:00
10,5,280,2024-5-26T20:46:00
10,6,680,2024-8-15T9:52:00
10,7,680,2024-9-1T19:46:00
10,8,680,2024-8-8T17:11:00
10,9,320,2024-1-4T14:23:00
1,2,300,2024-12-7T5:59:00
1,3,420,2024-11-11T5:7:00
1,4,140,2024-11-6T1:41:00
1,5,620,2024-9-20T16:16:00
1,6,280,2024-11-23T11:11:00
1,7,190,2024-1-1T15:37:00
1,8,320,2024-10-26T18:35:00
1,9,470,2024-1-7T23:35:00
1,10,220,2024-12-13T23:33:00
2,1,300,2024-11-9T4:25:00
2,3,280,2024-9-21T23:9:00
2,4,340,2024-1-1T10:11:00
2,5,710,2024-3-11T2:38:00
2,6,290,2024-9-27T1:24:00
2,7,820,2024-10-11T11:11:00
2,8,350,2024-10-12T11:44:00
2,9,540,2024-5-3T14:32:00
2,10,170,2024-3-16T14:40:00
3,1,420,2024-11-5T9:26:00
3,2,280,2024-12-25T12:16:00
3,4,720,2024-5-1T4:13:00
3,5,280,2024-2-14T17:23:00
3,6,690,2024-7-9T15:14:00
3,7,530,2024-7-27T12:1:00
3,8,510,2024-8-22T11:53:00
3,9,620,2024-4-11T18:21:00
3,10,410,2024-4-16T9:5:00
4,1,140,2024-12-24T19:43:00
4,2,340,2024-6-1T2:3:00
4,3,720,2024-1-20T21:7:00
4,5,320,2024-5-4T20:50:00
4,6,640,2024-11-19T14:2:00
4,7,830,2024-12-26T8:57:00
4,8,290,2024-4-24T2:33:00
4,9,450,2024-6-2T5:29:00
4,10,810,2024-1-8T8:52:00
5,1,620,2024-7-6T13:5:00
5,2,710,2024-7-24T12:23:00
5,3,280,2024-3-11T2:32:00
5,4,320,2024-4-15T3:21:00
5,6,470,2024-1-18T17:53:00
5,7,350,2024-3-13T11:51:00
5,8,280,2024-3-21T9:35:00
5,9,910,2024-4-2T5:13:00
5,10,280,2024-3-11T15:1:00
6,1,280,2024-9-16T21:35:00
6,2,290,2024-1-23T17:33:00
6,3,690,2024-1-1T2:26:00
6,4,640,2024-5-21T17:45:00
6,5,470,2024-2-26T1:52:00
6,7,150,2024-7-1T7:5:00
6,8,350,2024-4-15T18:53:00
6,9,810,2024-8-12T8:16:00
6,10,680,2024-3-24T2:43:00
7,1,190,2024-6-12T15:7:00
7,2,820,2024-11-30T15:28:00
7,3,530,2024-6-27T7:4:00
7,4,830,2024-10-13T12:13:00
7,5,350,2024-9-22T16:54:00
7,6,150,2024-10-1T12:47:00
7,8,540,2024-12-30T8:54:00
7,9,340,2024-8-3T22:57:00
7,10,680,2024-8-22T18:26:00
8,1,320,2024-10-13T10:48:00
8,2,350,2024-7-7T15:31:00
8,3,510,2024-3-25T15:20:00
8,4,290,2024-2-15T5:54:00
8,5,280,2024-1-17T9:43:00
8,6,350,2024-9-8T4:51:00
8,7,540,2024-7-18T16:53:00
8,9,420,2024-10-26T21:38:00
8,10,680,2024-1-23T5:35:00
9,1,470,2024-4-9T1:28:00
9,2,540,2024-7-30T11:20:00
9,3,620,2024-7-7T14:55:00
9,4,450,2024-6-19T22:7:00
9,5,910,2024-4-5T18:12:00
9,6,810,2024-11-28T14:28:00
9,7,340,2024-9-12T16:37:00
9,8,420,2024-3-12T12:14:00
9,10,320,2024-3-24T1:28:00
10,1,220,2024-3-24T15:53:00
10,2,170,2024-3-30T5:2:00
10,3,410,2024-1-29T19:45:00
10,4,810,2024-11-16T3:50:00
10,5,280,2024-1-11T16:59:00
10,6,680,2024-3-27T10:41:00
10,7,680,2024-3-11T9:2:00
10,8,680,2024-10-27T17:36:00
10,9,320,2024-7-10T22:42:00
1,2,300,2024-10-15T4:58:00
1,3,420,2024-10-17T20:37:00
1,4,140,2024-11-10T18:21:00
1,5,620,2024-2-3T12:35:00
1,6,280,2024-11-13T7:2:00
1,7,190,2024-7-23T9:4:00
1,8,320,2024-4-15T19:23:00
1,9,470,2024-3-12T4:53:00
1,10,220,2024-12-3T1:21:00
2,1,300,2024-11-11T14:43:00
2,3,280,2024-3-3T18:26:00
2,4,340,2024-4-9T8:18:00
2,5,710,2024-5-2T1:21:00
2,6,290,2024-5-12T17:10:00
2,7,820,2024-5-15T12:30:00
2,8,350,2024-11-27T7:2:00
2,9,540,2024-11-22T13:56:00
2,10,170,2024-7-23T18:37:00
3,1,420,2024-8-21T7:38:00
3,2,280,2024-6-30T23:28:00
3,4,720,2024-6-15T12:47:00
3,5,280,2024-6-12T15:54:00
3,6,690,2024-4-18T14:59:00
3,7,530,2024-5-24T17:49:00
3,8,510,2024-8-3T10:53:00
3,9,620,2024-6-2T5:40:00
3,10,410,2024-7-13T15:33:00
4,1,140,2024-8-16T11:12:00
4,2,340,2024-7-19T13:46:00
4,3,720,2024-1-2T3:47:00
4,5,320,2024-3-11T14:59:00
4,6,640,2024-2-30T8:50:00
4,7,830,2024-3-19T4:27:00
4,8,290,2024-5-14T11:31:00
4,9,450,2024-11-5T13:30:00
4,10,810,2024-10-28T18:29:00
5,1,620,2024-9-5T2:18:00
5,2,710,2024-6-19T1:15:00
5,3,280,2024-3-28T19:29:00
5,4,320,2024-7-23T11:56:00
5,6,470,2024-3-16T11:21:00
5,7,350,2024-11-9T6:50:00
5,8,280,2024-12-12T1:56:00
5,9,910,2024-10-17T20:13:00
5,10,280,2024-4-13T4:14:00
6,1,280,2024-10-12T4:36:00
6,2,290,2024-2-16T15:6:00
6,3,690,2024-5-2T20:28:00
6,4,640,2024-12-1T14:28:00
6,5,470,2024-7-9T22:5:00
6,7,150,2024-10-13T16:29:00
6,8,350,2024-5-5T15:22:00
6,9,810,2024-7-23T8:51:00
6,10,680,2024-3-12T16:31:00
7,1,190,2024-12-19T8:4:00
7,2,820,2024-3-1T17:27:00
7,3,530,2024-12-30T17:27:00
7,4,830,2024-12-11T6:20:00
7,5,350,2024-8-8T3:52:00
7,6,150,2024-9-19T20:54:00
7,8,540,2024-3-23T0:21:00
7,9,340,2024-4-10T23:9:00
7,10,680,2024-7-1T22:34:00
8,1,320,2024-10-8T6:45:00
8,2,350,2024-3-21T22:3:00
8,3,510,2024-12-23T8:57:00
8,4,290,2024-4-2T20:34:00
8,5,280,2024-4-29T0:10:00
8,6,350,2024-5-4T13:22:00
8,7,540,2024-1-8T13:53:00
8,9,420,2024-9-17T10:29:00
8,10,680,2024-7-22T19:19:00
9,1,470,2024-11-11T8:52:00
9,2,540,2024-3-26T1:31:00
9,3,620,2024-7-12T6:10:00
9,4,450,2024-3-18T4:41:00
9,5,910,2024-7-30T18:20:00
9,6,810,2024-11-30T10:2:00
9,7,340,2024-5-15T10:37:00
9,8,420,2024-11-10T21:31:00
9,10,320,2024-8-12T15:24:00
10,1,220,2024-3-16T6:30:00
10,2,170,2024-5-3T12:58:00
10,3,410,2024-10-11T7:43:00
10,4,810,2024-3-28T1:53:00
10,5,280,2024-11-28T17:38:00
10,6,680,2024-8-9T9:54:00
10,7,680,2024-4-13T4:30:00
10,8,680,2024-10-5T6:45:00
10,9,320,2024-12-27T2:59:00
1,2,300,2024-4-1T15:14:00
1,3,420,2024-6-17T14:20:00
1,4,140,2024-11-30T15:30:00
1,5,620,2024-10-6T20:25:00
1,6,280,2024-5-21T23:50:00
1,7,190,2024-3-12T18:52:00
1,8,320,2024-9-11T4:37:00
1,9,470,2024-5-14T10:33:00
1,10,220,2024-10-29T6:20:00
2,1,300,2024-11-28T18:20:00
2,3,280,2024-8-13T21:12:00
2,4,340,2024-10-16T9:14:00
2,5,710,2024-4-1T18:1:00
2,6,290,2024-2-23T8:36:00
2,7,820,2024-4-3T5:45:00
2,8,350,2024-6-7T7:14:00
2,9,540,2024-5-19T14:14:00
2,10,170,2024-10-21T15:44:00
3,1,420,2024-2-29T15:32:00
3,2,280,2024-11-16T19:12:00
3,4,720,2024-11-17T3:37:00
3,5,280,2024-4-30T16:25:00
3,6,690,2024-6-20T1:34:00
3,7,530,2024-6-23T21:34:00
3,8,510,2024-5-4T13:7:00
3,9,620,2024-9-5T7:21:00
3,10,410,2024-11-2T3:19:00
4,1,140,2024-10-14T7:20:00
4,2,340,2024-10-18T0:5:00
4,3,720,2024-12-27T21:4:00
4,5,320,2024-4-5T1:15:00
4,6,640,2024-5-17T23:20:00
4,7,830,2024-4-12T1:33:00
4,8,290,2024-3-27T16:30:00
4,9,450,2024-5-10T20:40:00
4,10,810,2024-9-21T1:15:00
5,1,620,2024-12-7T3:15:00
5,2,710,2024-8-8T11:19:00
5,3,280,2024-1-21T3:30:00
5,4,320,2024-12-13T6:46:00
5,6,470,2024-10-29T1:30:00
5,7,350,2024-12-6T23:31:00
5,8,280,2024-4-2T10:1:00
5,9,910,2024-3-25T10:57:00
5,10,280,2024-2-3T4:53:00
6,1,280,2024-1-23T20:30:00
6,2,290,2024-2-27T13:49:00
6,3,690,2024-4-24T9:4:00
6,4,640,2024-10-26T1:28:00
6,5,470,2024-7-19T13:1:00
6,7,150,2024-1-14T0:44:00
6,8,350,2024-10-29T5:58:00
6,9,810,2024-8-11T9:58:00
6,10,680,2024-6-7T2:30:00
7,1,190,2024-2-6T7:34:00
7,2,820,2024-12-6T16:37:00
7,3,530,2024-5-14T13:34:00
7,4,830,2024-7-1T3:22:00
7,5,350,2024-5-25T6:37:00
7,6,150,2024-8-6T0:29:00
7,8,540,2024-10-11T6:14:00
7,9,340,2024-1-3T11:34:00
7,10,680,2024-11-27T22:1:00
8,1,320,2024-10-16T3:11:00
8,2,350,2024-10-20T0:34:00
8,3,510,2024-10-26T16:41:00
8,4,290,2024-2-28T22:21:00
8,5,280,2024-8-15T21:7:00
8,6,350,2024-8-20T20:42:00
8,7,540,2024-7-14T4:17:00
8,9,420,2024-11-6T2:33:00
8,10,680,2024-6-2T18:11:00
9,1,470,2024-6-19T2:42:00
9,2,540,2024-1-27T6:27:00
9,3,620,2024-1-14T8:29:00
9,4,450,2024-11-2T6:17:00
9,5,910,2024-10-9T17:31:00
9,6,810,2024-7-12T0:34:00
9,7,340,2024-11-16T8:51:00
9,8,420,2024-9-28T21:22:00
9,10,320,2024-2-18T16:32:00
10,1,220,2024-8-7T3:9:00
10,2,170,2024-5-25T15:51:00
10,3,410,2024-2-18T15:35:00
10,4,810,2024-12-15T1:56:00
10,5,280,2024-11-30T5:45:00
10,6,680,2024-5-7T12:23:00
10,7,680,2024-2-14T12:43:00
10,8,680,2024-8-10T17:59:00
10,9,320,2024-2-16T23:9:00
1,2,300,2024-5-16T19:26:00
1,3,420,2024-7-14T7:15:00
1,4,140,2024-4-17T11:59:00
1,5,620,2024-9-2T5:24:00
1,6,280,2024-3-28T15:53:00
1,7,190,2024-9-21T12:11:00
1,8,320,2024-5-18T12:59:00
1,9,470,2024-3-4T10:25:00
1,10,220,2024-3-14T13:47:00
2,1,300,2024-3-29T12:26:00
2,3,280,2024-12-24T4:59:00
2,4,340,2024-5-13T10:10:00
2,5,710,2024-8-13T8:44:00
2,6,290,2024-1-6T14:21:00
2,7,820,2024-7-8T11:56:00
2,8,350,2024-7-18T9:18:00
2,9,540,2024-6-17T19:14:00
2,10,170,2024-1-3T13:41:00
3,1,420,2024-11-3T5:14:00
3,2,280,2024-3-19T13:17:00
3,4,720,2024-9-28T19:16:00
3,5,280,2024-8-19T9:39:00
3,6,690,2024-11-14T19:54:00
3,7,530,2024-11-24T11:18:00
3,8,510,2024-12-10T2:42:00
3,9,620,2024-6-3T12:22:00
3,10,410,2024-2-10T20:35:00
4,1,140,2024-11-3T18:10:00
4,2,340,2024-2-25T14:7:00
4,3,720,2024-8-9T16:48:00
4,5,320,2024-11-10T9:45:00
4,6,640,2024-10-1T4:22:00
4,7,830,2024-11-30T14:34:00
4,8,290,2024-9-28T15:17:00
4,9,450,2024-12-21T3:27:00
4,10,810,2024-3-11T9:38:00
5,1,620,2024-2-18T5:31:00
5,2,710,2024-12-26T14:3:00
5,3,280,2024-6-13T15:40:00
5,4,320,2024-12-14T8:44:00
5,6,470,2024-9-24T10:50:00
5,7,350,2024-5-1T16:22:00
5,8,280,2024-6-5T15:10:00
5,9,910,2024-4-30T1:11:00
5,10,280,2024-5-20T12:33:00
6,1,280,2024-4-3T14:33:00
6,2,290,2024-4-17T16:29:00
6,3,690,2024-2-29T23:59:00
6,4,640,2024-1-5T11:2:00
6,5,470,2024-9-27T9:29:00
6,7,150,2024-9-5T15:31:00
6,8,350,2024-9-2T7:42:00
6,9,810,2024-6-24T13:28:00
6,10,680,2024-7-15T7:14:00
7,1,190,2024-1-26T4:51:00
7,2,820,2024-5-7T0:5:00
7,3,530,2024-8-22T13:59:00
7,4,830,2024-6-7T23:8:00
7,5,350,2024-4-13T15:54:00
7,6,150,2024-3-11T21:59:00
7,8,540,2024-12-12T13:7:00
7,9,340,2024-6-24T7:56:00
7,10,680,2024-3-2T3:8:00
8,1,320,2024-1-14T8:56:00
8,2,350,2024-3-19T17:47:00
8,3,510,2024-8-5T17:10:00
8,4,290,2024-10-12T18:18:00
8,5,280,2024-8-26T6:25:00
8,6,350,2024-11-14T12:13:00
8,7,540,2024-10-29T12:12:00
8,9,420,2024-9-1T20:46:00
8,10,680,2024-2-6T4:36:00
9,1,470,2024-7-24T17:31:00
9,2,540,2024-3-10T17:25:00
9,3,620,2024-7-9T2:15:00
9,4,450,2024-8-6T2:50:00
9,5,910,2024-11-6T3:39:00
9,6,810,2024-3-21T10:26:00
9,7,340,2024-6-10T17:43:00
9,8,420,2024-10-11T17:15:00
9,10,320,2024-2-25T23:53:00
10,1,220,2024-6-9T9:29:00
10,2,170,2024-11-24T15:43:00
10,3,410,2024-4-1T4:22:00
10,4,810,2024-5-5T9:52:00
10,5,280,2024-12-7T1:11:00
10,6,680,2024-12-15T16:42:00
10,7,680,2024-5-3T14:31:00
10,8,680,2024-6-7T3:17:00
10,9,320,2024-10-17T2:40:00
1,2,300,2024-11-12T2:18:00
1,3,420,2024-4-9T11:8:00
1,4,140,2024-12-4T23:59:00
1,5,620,2024-9-16T23:44:00
1,6,280,2024-9-10T1:30:00
1,7,190,2024-6-22T4:10:00
1,8,320,2024-3-4T5:54:00
1,9,470,2024-4-4T2:48:00
1,10,220,2024-8-6T13:21:00
2,1,300,2024-10-19T18:16:00
2,3,280,2024-12-22T10:7:00
2,4,340,2024-9-24T9:32:00
2,5,710,2024-7-28T6:54:00
2,6,290,2024-1-30T23:6:00
2,7,820,2024-8-11T17:1:00
2,8,350,2024-9-2T12:15:00
2,9,540,2024-10-14T12:7:00
2,10,170,2024-12-17T17:14:00
3,1,420,2024-2-17T3:19:00
3,2,280,2024-10-1T7:38:00
3,4,720,2024-9-4T16:29:00
3,5,280,2024-9-1T14:11:00
3,6,690,2024-4-6T6:40:00
3,7,530,2024-10-24T12:2:00
3,8,510,2024-4-9T19:23:00
3,9,620,2024-12-2T14:33:00
3,10,410,2024-7-23T23:16:00
4,1,140,2024-3-9T3:54:00
4,2,340,2024-6-3T16:47:00
4,3,720,2024-1-20T8:56:00
4,5,320,2024-2-8T19:56:00
4,6,640,2024-1-5T1:8:00
4,7,830,2024-5-5T1:28:00
4,8,290,2024-2-24T20:37:00
4,9,450,2024-5-1T12:42:00
4,10,810,2024-4-21T14:59:00
5,1,620,2024-3-29T10:47:00
5,2,710,2024-8-13T20:25:00
5,3,280,2024-8-27T3:54:00
5,4,320,2024-5-22T4:15:00
5,6,470,2024-8-15T21:32:00
5,7,350,2024-8-3T20:48:00
5,8,280,2024-8-21T22:25:00
5,9,910,2024-6-24T1:18:00
5,10,280,2024-1-12T8:9:00
6,1,280,2024-2-2T18:49:00
6,2,290,2024-10-28T15:52:00
6,3,690,2024-4-16T14:54:00
6,4,640,2024-7-23T0:53:00
6,5,470,2024-10-20T6:25:00
6,7,150,2024-11-19T16:59:00
6,8,350,2024-9-16T19:53:00
6,9,810,2024-9-28T15:38:00
6,10,680,2024-6-23T4:53:00
7,1,190,2024-5-28T13:40:00
7,2,820,2024-2-12T5:16:00
7,3,530,2024-4-4T20:37:00
7,4,830,2024-1-22T15:26:00
7,5,350,2024-12-8T10:23:00
7,6,150,2024-6-10T15:16:00
7,8,540,2024-10-3T16:40:00
7,9,340,2024-8-17T2:25:00
7,10,680,2024-7-30T17:40:00
8,1,320,2024-3-11T17:11:00
8,2,350,2024-10-1T16:1:00
8,3,510,2024-8-27T21:33:00
8,4,290,2024-8-21T4:1:00
8,5,280,2024-2-14T2:29:00
8,6,350,2024-11-9T10:31:00
8,7,540,2024-11-9T17:34:00
8,9,420,2024-3-17T8:19:00
8,10,680,2024-8-2T22:33:00
9,1,470,2024-4-18T17:46:00
9,2,540,2024-5-26T17:47:00
9,3,620,2024-1-9T15:30:00
9,4,450,2024-12-7T13:11:00
9,5,910,2024-9-29T23:59:00
9,6,810,2024-1-14T2:29:00
9,7,340,2024-3-6T0:4:00
9,8,420,2024-10-1T7:28:00
9,10,320,2024-9-27T21:35:00
10,1,220,2024-11-14T2:1:00
10,2,170,2024-10-24T8:34:00
10,3,410,2024-2-17T17:6:00
10,4,810,2024-1-15T2:31:00
10,5,280,2024-7-29T16:17:00
10,6,680,2024-8-30T4:31:00
10,7,680,2024-2-7T4:23:00
10,8,680,2024-10-7T8:16:00
10,9,320,2024-9-16T5:26:00
1,2,300,2024-9-19T6:35:00
1,3,420,2024-7-16T10:54:00
1,4,140,2024-2-21T22:56:00
1,5,620,2024-9-24T12:16:00
1,6,280,2024-1-24T10:44:00
1,7,190,2024-4-10T7:13:00
1,8,320,2024-9-28T4:13:00
1,9,470,2024-4-9T20:1:00
1,10,220,2024-7-9T19:9:00
2,1,300,2024-1-19T13:58:00
2,3,280,2024-4-25T13:28:00
2,4,340,2024-1-29T4:14:00
2,5,710,2024-12-25T19:7:00
2,6,290,2024-12-8T7:57:00
2,7,820,2024-5-11T18:44:00
2,8,350,2024-9-7T21:23:00
2,9,540,2024-6-9T6:52:00
2,10,170,2024-10-10T14:24:00
3,1,420,2024-7-8T19:21:00
3,2,280,2024-10-21T1:19:00
3,4,720,2024-10-13T1:30:00
3,5,280,2024-5-4T6:53:00
3,6,690,2024-9-6T0:29:00
3,7,530,2024-5-22T13:32:00
3,8,510,2024-8-22T4:7:00
3,9,620,2024-7-24T18:35:00
3,10,410,2024-10-23T18:31:00
4,1,140,2024-8-12T23:16:00
4,2,340,2024-11-6T8:11:00
4,3,720,2024-8-7T10:44:00
4,5,320,2024-10-14T19:25:00
4,6,640,2024-7-28T9:28:00
4,7,830,2024-5-26T12:46:00
4,8,290,2024-5-15T13:30:00
4,9,450,2024-11-4T12:58:00
4,10,810,2024-5-22T21:6:00
5,1,620,2024-6-18T10:11:00
5,2,710,2024-1-5T15:43:00
5,3,280,2024-5-29T13:33:00
5,4,320,2024-6-16T18:33:00
5,6,470,2024-7-27T8:32:00
5,7,350,2024-10-18T16:30:00
5,8,280,2024-9-11T4:39:00
5,9,910,2024-8-18T10:42:00
5,10,280,2024-11-27T9:30:00
6,1,280,2024-6-21T7:50:00
6,2,290,2024-4-17T18:11:00
6,3,690,2024-12-26T15:46:00
6,4,640,2024-5-18T3:21:00
6,5,470,2024-6-24T16:43:00
6,7,150,2024-1-2T22:43:00
6,8,350,2024-3-5T15:34:00
6,9,810,2024-5-22T3:9:00
6,10,680,2024-9-12T20:33:00
7,1,190,2024-3-26T14:41:00
7,2,820,2024-6-1T17:51:00
7,3,530,2024-7-30T8:34:00
7,4,830,2024-9-27T23:49:00
7,5,350,2024-12-14T12:40:00
7,6,150,2024-10-24T4:8:00
7,8,540,2024-11-13T4:5:00
7,9,340,2024-8-9T10:36:00
7,10,680,2024-3-4T8:43:00
8,1,320,2024-7-20T15:27:00
8,2,350,2024-7-12T0:13:00
8,3,510,2024-3-8T23:5:00
8,4,290,2024-4-7T19:2:00
8,5,280,2024-5-26T13:31:00
8,6,350,2024-5-22T11:43:00
8,7,540,2024-2-2T19:35:00
8,9,420,2024-8-18T15:42:00
8,10,680,2024-12-4T16:6:00
9,1,470,2024-5-17T19:5:00
9,2,540,2024-6-20T19:16:00
9,3,620,2024-5-18T9:7:00
9,4,450,2024-1-9T1:16:00
9,5,910,2024-8-1T6:54:00
9,6,810,2024-3-21T11:1:00
9,7,340,2024-8-26T1:12:00
9,8,420,2024-8-13T12:22:00
9,10,320,2024-11-14T8:33:00
10,1,220,2024-7-10T7:17:00
10,2,170,2024-10-3T3:39:00
10,3,410,2024-9-15T12:37:00
10,4,810,2024-12-4T0:49:00
10,5,280,2024-8-13T17:10:00
10,6,680,2024-4-27T17:1:00
10,7,680,2024-6-26T10:50:00
10,8,680,2024-12-18T0:57:00
10,9,320,2024-9-2T6:20:00
1,2,300,2024-3-10T18:13:00
1,3,420,2024-11-16T16:24:00
1,4,140,2024-9-7T13:37:00
1,5,620,2024-9-26T20:30:00
1,6,280,2024-2-4T1:45:00
1,7,190,2024-9-17T4:4:00
1,8,320,2024-12-2T19:26:00
1,9,470,2024-3-29T13:23:00
1,10,220,2024-12-30T17:41:00
2,1,300,2024-12-25T18:17:00
2,3,280,2024-12-19T17:58:00
2,4,340,2024-12-13T3:2:00
2,5,710,2024-7-23T21:32:00
2,6,290,2024-6-11T7:21:00
2,7,820,2024-3-12T2:48:00
2,8,350,2024-7-4T16:3:00
2,9,540,2024-3-17T12:14:00
2,10,170,2024-1-28T20:20:00
3,1,420,2024-6-15T10:14:00
3,2,280,2024-6-1T4:15:00
3,4,720,2024-7-13T9:15:00
3,5,280,2024-10-8T11:51:00
3,6,690,2024-2-1T9:19:00
3,7,530,2024-5-28T9:36:00
3,8,510,2024-1-30T14:34:00
3,9,620,2024-7-28T20:26:00
3,10,410,2024-7-19T3:56:00
4,1,140,2024-6-17T17:55:00
4,2,340,2024-9-16T2:40:00
4,3,720,2024-9-1T13:42:00
4,5,320,2024-1-27T15:9:00
4,6,640,2024-11-13T1:19:00
4,7,830,2024-7-18T1:36:00
4,8,290,2024-11-9T1:58:00
4,9,450,2024-7-6T8:18:00
4,10,810,2024-3-29T18:43:00
5,1,620,2024-6-13T23:41:00
5,2,710,2024-2-11T20:12:00
5,3,280,2024-1-23T23:45:00
5,4,320,2024-2-16T0:35:00
5,6,470,2024-4-2T3:58:00
5,7,350,2024-6-20T17:14:00
5,8,280,2024-12-7T5:49:00
5,9,910,2024-5-21T23:38:00
5,10,280,2024-6-24T21:17:00
6,1,280,2024-2-15T18:31:00
6,2,290,2024-8-3T1:56:00
6,3,690,2024-3-27T2:16:00
6,4,640,2024-1-23T13:20:00
6,5,470,2024-1-4T14:55:00
6,7,150,2024-3-5T4:27:00
6,8,350,2024-5-15T14:34:00
6,9,810,2024-4-1T0:8:00
6,10,680,2024-1-20T8:21:00
7,1,190,2024-11-6T10:45:00
7,2,820,2024-6-25T7:31:00
7,3,530,2024-8-8T9:54:00
7,4,830,2024-1-6T16:11:00
7,5,350,2024-3-9T1:18:00
7,6,150,2024-10-3T1:18:00
7,8,540,2024-8-11T6:27:00
7,9,340,2024-10-25T15:12:00
7,10,680,2024-10-26T3:50:00
8,1,320,2024-8-2T13:6:00
8,2,350,2024-8-9T17:40:00
8,3,510,2024-9-13T13:51:00
8,4,290,2024-3-29T23:57:00
8,5,280,2024-2-23T13:6:00
8,6,350,2024-6-3T20:47:00
8,7,540,2024-6-19T7:31:00
8,9,420,2024-7-19T6:16:00
8,10,680,2024-7-25T17:30:00
9,1,470,2024-1-16T9:20:00
9,2,540,2024-6-7T10:39:00
9,3,620,2024-12-4T20:41:00
9,4,450,2024-11-22T10:53:00
9,5,910,2024-5-23T4:42:00
9,6,810,2024-8-29T0:59:00
9,7,340,2024-7-23T4:53:00
9,8,420,2024-11-8T17:55:00
9,10,320,2024-9-22T3:39:00
10,1,220,2024-4-27T9:13:00
10,2,170,2024-6-25T7:10:00
10,3,410,2024-2-9T13:8:00
10,4,810,2024-5-25T21:55:00
10,5,280,2024-2-17T9:56:00
10,6,680,2024-3-5T1:6:00
10,7,680,2024-9-5T22:42:00
10,8,680,2024-4-24T15:27:00
10,9,320,2024-8-19T20:9:00
1,2,300,2024-10-15T14:54:00
1,3,420,2024-1-15T5:24:00
1,4,140,2024-4-19T5:44:00
1,5,620,2024-9-30T6:30:00
1,6,280,2024-5-22T22:16:00
1,7,190,2024-4-4T5:6:00
1,8,320,2024-2-13T20:4:00
1,9,470,2024-12-15T1:12:00
1,10,220,2024-8-13T19:16:00
2,1,300,2024-6-24T6:14:00
2,3,280,2024-5-11T23:53:00
2,4,340,2024-2-2T21:3:00
2,5,710,2024-5-9T8:20:00
2,6,290,2024-8-9T0:15:00
2,7,820,2024-10-30T8:57:00
2,8,350,2024-6-13T12:26:00
2,9,540,2024-8-6T3:40:00
2,10,170,2024-10-20T1:5:00
3,1,420,2024-6-17T16:23:00
3,2,280,2024-2-28T9:39:00
3,4,720,2024-2-28T20:13:00
3,5,280,2024-11-19T6:41:00
3,6,690,2024-10-27T16:13:00
3,7,530,2024-7-15T6:27:00
3,8,510,2024-4-5T1:9:00
3,9,620,2024-1-17T15:22:00
3,10,410,2024-11-25T6:6:00
4,1,140,2024-2-4T18:59:00
4,2,340,2024-3-27T22:15:00
4,3,720,2024-1-15T16:46:00
4,5,320,2024-2-3T18:2:00
4,6,640,2024-4-14T8:25:00
4,7,830,2024-1-13T10:31:00
4,8,290,2024-8-26T1:32:00
4,9,450,2024-12-9T2:12:00
4,10,810,2024-11-16T22:9:00
5,1,620,2024-12-12T13:48:00
5,2,710,2024-6-19T2:41:00
5,3,280,2024-3-23T14:38:00
5,4,320,2024-1-11T23:14:00
5,6,470,2024-4-24T9:33:00
5,7,350,2024-4-21T16:6:00
5,8,280,2024-3-11T14:19:00
5,9,910,2024-12-6T22:46:00
5,10,280,2024-12-21T3:4:00
6,1,280,2024-5-27T17:22:00
6,2,290,2024-9-29T7:23:00
6,3,690,2024-12-25T8:12:00
6,4,640,2024-9-5T6:40:00
6,5,470,2024-5-21T8:43:00
6,7,150,2024-4-12T23:2:00
6,8,350,2024-3-13T11:36:00
6,9,810,2024-3-28T16:12:00
6,10,680,2024-8-28T7:56:00
7,1,190,2024-7-24T22:16:00
7,2,820,2024-12-23T1:2:00
7,3,530,2024-3-12T18:57:00
7,4,830,2024-8-13T17:27:00
7,5,350,2024-9-28T14:3:00
7,6,150,2024-9-29T6:24:00
7,8,540,2024-7-12T17:14:00
7,9,340,2024-9-10T21:46:00
7,10,680,2024-1-12T15:59:00
8,1,320,2024-12-25T23:7:00
8,2,350,2024-7-25T12:23:00
8,3,510,2024-9-2T1:50:00
8,4,290,2024-4-8T8:29:00
8,5,280,2024-1-28T19:6:00
8,6,350,2024-2-29T10:32:00
8,7,540,2024-3-2T21:26:00
8,9,420,2024-3-6T8:8:00
8,10,680,2024-4-5T0:24:00
9,1,470,2024-4-11T20:5:00
